concept,namespace,period_type,balance,statement
ExplanationOfRelevantFactorsInReachingDecisionToProvideSupportThatResultedInControllingUnconsolidatedStructuredEntity,ifrs,duration,,P&L / Cash Flow
ExplanationOfRestrictionsOnDistributionOfRevaluationSurplusForIntangibleAssets,ifrs,duration,,P&L / Cash Flow
ExplanationOfRestrictionsOnRemittanceOfIncomeAndDisposalProceedsOfInvestmentProperty,ifrs,duration,,P&L / Cash Flow
ExplanationOfRiskManagementStrategyRelatedToHedgeAccountingExplanatory,ifrs,duration,,P&L / Cash Flow
ExplanationOfSeasonalityOrCyclicalityOfInterimOperations,ifrs,duration,,P&L / Cash Flow
ExplanationOfShareOptionsInSharebasedPaymentArrangement,ifrs,duration,,P&L / Cash Flow
ExplanationOfSignificantDecreaseInLevelOfGovernmentGrantsForAgriculturalActivity,ifrs,duration,,P&L / Cash Flow
ExplanationOfSignificantTermsOfServiceConcessionArrangementThatMayAffectAmountTimingAndCertaintyOfFutureCashFlows,ifrs,duration,,P&L / Cash Flow
ExplanationOfTermsAndConditionsOfOutstandingBalancesForRelatedPartyTransaction,ifrs,duration,,P&L / Cash Flow
ExplanationOfTransactionsLinkedTogether,ifrs,duration,,P&L / Cash Flow
ExplanationOfTransactionsRecognisedSeparatelyFromAcquisitionOfAssetsAndAssumptionOfLiabilitiesInBusinessCombination,ifrs,duration,,P&L / Cash Flow
ExplanationOfTransfersOfCumulativeGainOrLossWithinEquityOfInvestmentsInEquityDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome,ifrs,duration,,P&L / Cash Flow
ExplanationOfUnfulfilledConditionsAndOtherContingenciesAttachingToGovernmentAssistance,ifrs,duration,,P&L / Cash Flow
ExplanationOfUnguaranteedResidualValuesAccruingToBenefitOfLessor,ifrs,duration,,P&L / Cash Flow
ExplanationOfValueAssignedToKeyAssumption,ifrs,duration,,P&L / Cash Flow
ExplanationOfWhetherBreachesWhichPermittedLenderToDemandAcceleratedRepaymentWereRemediedOrTermsOfLoansPayableWereRenegotiatedBeforeFinancialStatementsWereAuthorisedForIssue,ifrs,duration,,P&L / Cash Flow
ExplanationOfWhetherEntityAppliesExemptionInIAS2425,ifrs,duration,,P&L / Cash Flow
ExplanationOfWhetherEntityHasObligationToReturnCollateralSoldOrRepledged,ifrs,duration,,P&L / Cash Flow
ExplanationOfWhetherParticipantsContributeToRetirementBenefitPlan,ifrs,duration,,P&L / Cash Flow
ExplanationOrCrossReferencesToInterimFinancialStatementDisclosuresForFirsttimeAdopter,ifrs,duration,,P&L / Cash Flow
ExplanationWhenGreatestTransferActivityTookPlace,ifrs,duration,,P&L / Cash Flow
ExplanationWhichDisclosuresCouldNotBeMadeAndReasonsWhyTheyCannotBeMadeIfInitialAccountingForBusinessCombinationIsIncomplete,ifrs,duration,,P&L / Cash Flow
ExplanationWhyFairValueBecomesReliableForBiologicalAssetsPreviouslyMeasuredAtCost,ifrs,duration,,P&L / Cash Flow
ExplanationWhyFairValueCannotBeReliablyMeasuredForBiologicalAssetsAtCost,ifrs,duration,,P&L / Cash Flow
ExplanationWhyFairValueCannotBeReliablyMeasuredForInvestmentPropertyAtCostWithinFairValueModel,ifrs,duration,,P&L / Cash Flow
ExplanationWhyFairValueCannotBeReliablyMeasuredForInvestmentPropertyCostModel,ifrs,duration,,P&L / Cash Flow
ExplanationWhyFinancialStatementsNotPreparedOnGoingConcernBasis,ifrs,duration,,P&L / Cash Flow
ExternalAuditorsAndIndependentAppraiser,mx_ccd,duration,,P&L / Cash Flow
FactorsUsedToIdentifyEntitysReportableSegments,ifrs,duration,,P&L / Cash Flow
FairValueGainLossThatWouldHaveBeenRecognisedInProfitOrLossOrOtherComprehensiveIncomeIfFinancialAssetsHadNotBeenReclassifiedFirstApplicationOfIFRS9,ifrs,duration,credit,P&L / Cash Flow
FairValueGainLossThatWouldHaveBeenRecognisedInProfitOrLossOrOtherComprehensiveIncomeIfFinancialLiabilitiesHadNotBeenReclassifiedFirstApplicationOfIFRS9,ifrs,duration,credit,P&L / Cash Flow
FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsNotRecognisedInOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsRecognisedInOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossNotRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
FairValueGainsLossesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
FairValueGainsOrLossThatWouldHaveBeenRecognisedInProfitOrLossIfFinancialAssetsHadNotBeenReclassified,ifrs,duration,credit,P&L / Cash Flow
FeeAndCommissionExpense,ifrs,duration,debit,P&L / Cash Flow
FeeAndCommissionIncome,ifrs,duration,credit,P&L / Cash Flow
FeeAndCommissionIncomeExpense,ifrs,duration,credit,P&L / Cash Flow
FeeExpenseArisingFromFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
FeeIncomeArisingFromFinancialAssetsMeasuredAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
FeeIncomeExpenseArisingFromFinancialAssetsOrFinancialLiabilitiesNotAtFairValueThroughProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
FeeIncomeExpenseArisingFromTrustAndFiduciaryActivities,ifrs,duration,credit,P&L / Cash Flow
FeesAndRights,mx_ccd,duration,debit,P&L / Cash Flow
FeesCostsAndExpensesOfTheAdministratorOrOperator,mx_ccd,duration,,P&L / Cash Flow
FinanceCosts,ifrs,duration,debit,P&L / Cash Flow
FinanceCostsPaidClassifiedAsOperatingActivities,ifrs,duration,credit,P&L / Cash Flow
FinanceIncome,ifrs,duration,credit,P&L / Cash Flow
FinanceIncomeCost,ifrs,duration,credit,P&L / Cash Flow
FinanceIncomeReceivedClassifiedAsOperatingActivities,ifrs,duration,debit,P&L / Cash Flow
FinancialExpenses,mx_ccd,duration,credit,P&L / Cash Flow
FinancialForecastOfCashFlowsForCashgeneratingUnitSignificantUnobservableInputsAssets,ifrs,duration,,P&L / Cash Flow
FinancialForecastOfCashFlowsForCashgeneratingUnitSignificantUnobservableInputsEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
FinancialForecastOfCashFlowsForCashgeneratingUnitSignificantUnobservableInputsLiabilities,ifrs,duration,,P&L / Cash Flow
FinancialForecastOfProfitOrLossForCashgeneratingUnitSignificantUnobservableInputsAssets,ifrs,duration,,P&L / Cash Flow
FinancialForecastOfProfitOrLossForCashgeneratingUnitSignificantUnobservableInputsEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
FinancialForecastOfProfitOrLossForCashgeneratingUnitSignificantUnobservableInputsLiabilities,ifrs,duration,,P&L / Cash Flow
FinancialIncome,mx_ccd,duration,debit,P&L / Cash Flow
FinancialLiabilitiesReclassifiedIntoEquity,ifrs,duration,,P&L / Cash Flow
ForeignExchangeIncomeFromInvestments,mx_ccd,duration,credit,P&L / Cash Flow
ForeignExchangeLoss,mx_ccd,duration,debit,P&L / Cash Flow
ForeingCurrencyPosition,mx_ccd,duration,,P&L / Cash Flow
FuelAndEnergyExpense,ifrs,duration,debit,P&L / Cash Flow
GainLossArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
GainLossArisingFromDifferenceBetweenCarryingAmountOfFinancialLiabilityExtinguishedAndConsiderationPaid,ifrs,duration,credit,P&L / Cash Flow
GainLossOfDerecognisedFinancialAssetsAtDateOfTransfer,ifrs,duration,credit,P&L / Cash Flow
GainLossOfDerecognisedFinancialAssetsRepresentingGreatestTransferActivity,ifrs,duration,credit,P&L / Cash Flow
GainLossOnCessationOfConsolidationOfSubsidiariesDueToChangeOfInvestmentEntityStatus,ifrs,duration,credit,P&L / Cash Flow
GainLossOnChangeInFairValueOfHedgedItemUsedAsBasisForRecognisingHedgeIneffectiveness,ifrs,duration,credit,P&L / Cash Flow
GainLossOnChangeInFairValueOfHedgingInstrumentUsedAsBasisForRecognisingHedgeIneffectiveness,ifrs,duration,credit,P&L / Cash Flow
GainLossOnChangesInEffectOfLimitingNetDefinedBenefitAssetToAssetCeiling,ifrs,duration,debit,P&L / Cash Flow
GainLossOnChangesInEffectOfLimitingReimbursementRightsToAssetCeiling,ifrs,duration,debit,P&L / Cash Flow
GainLossOnDesignationOfFinancialInstrumentAsMeasuredAtFairValueThroughProfitOrLossBecauseCreditDerivativeIsUsedToManageCreditRisk,ifrs,duration,credit,P&L / Cash Flow
GainLossOnHedgeIneffectiveness,ifrs,duration,credit,P&L / Cash Flow
GainLossOnHedgeIneffectivenessRecognisedInOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
GainLossOnHedgeIneffectivenessRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainLossOnRemeasurementOfNetDefinedBenefitLiabilityAsset,ifrs,duration,debit,P&L / Cash Flow
GainLossOnRemeasurementOfReimbursementRights,ifrs,duration,debit,P&L / Cash Flow
GainLossRecognisedAsResultOfRemeasuringToFairValueEquityInterestInAcquireeHeldByAcquirerBeforeBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
GainLossRecognisedOnFinancialInstrumentsWhoseFairValuePreviouslyCouldNotBeReliablyMeasured,ifrs,duration,credit,P&L / Cash Flow
GainLossRecognisedOnMeasurementToFairValueLessCostsToSellOrOnDisposalOfAssetsOrDisposalGroupsConstitutingDiscontinuedOperation,ifrs,duration,credit,P&L / Cash Flow
GainLossThatRelatesToIdentifiableAssetsAcquiredOrLiabilitiesAssumedInBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
GainOnChangeInFairValueOfFinancialInstruments,mx_ccd,duration,credit,P&L / Cash Flow
GainOnForeignExchange,mx_ccd,duration,credit,P&L / Cash Flow
GainOnValuationOfFinancialInstruments,mx_ccd,duration,credit,P&L / Cash Flow
GainOnValuationOfInvestmentsHeldToMaturityPreserved,mx_ccd,duration,credit,P&L / Cash Flow
GainRecognisedInBargainPurchaseTransaction,ifrs,duration,credit,P&L / Cash Flow
GainsArisingFromDerecognitionOfFinancialAssetsMeasuredAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
GainsLossesArisingFromDifferenceBetweenPreviousCarryingAmountAndFairValueOfFinancialAssetsReclassifiedAsMeasuredAtFairValue,ifrs,duration,credit,P&L / Cash Flow
GainsLossesArisingFromSettlementsNetDefinedBenefitLiabilityAsset,ifrs,duration,debit,P&L / Cash Flow
GainsLossesOnAvailableforsaleFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnCashFlowHedgesBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnCashFlowHedgesNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInFairValueEstimatesOfBiologicalAssetsForCurrentPeriod,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInFairValueOfDerivatives,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfForeignCurrencyBasisSpreadsBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfForeignCurrencyBasisSpreadsNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfForwardElementsOfForwardContractsBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfForwardElementsOfForwardContractsNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfTimeValueOfOptionsBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnChangeInValueOfTimeValueOfOptionsNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfInvestmentProperties,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfInvestmentPropertyCarriedAtCostWithinFairValueModel,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfInvestments,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfNoncurrentAssets,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfOtherNoncurrentAssets,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnDisposalsOfPropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnExchangeDifferencesOnTranslationBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnExchangeDifferencesOnTranslationNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnExchangeDifferencesOnTranslationRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFairValueAdjustmentAttributableToPhysicalChangesBiologicalAssets,ifrs,duration,,P&L / Cash Flow
GainsLossesOnFairValueAdjustmentAttributableToPriceChangesBiologicalAssets,ifrs,duration,,P&L / Cash Flow
GainsLossesOnFairValueAdjustmentBiologicalAssets,ifrs,duration,,P&L / Cash Flow
GainsLossesOnFairValueAdjustmentInvestmentProperty,ifrs,duration,,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtFairValueThroughProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsAtFairValueThroughProfitOrLossMandatorilyMeasuredAtFairValue,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsRecognisedInOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialLiabilitiesAtAmortisedCost,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialLiabilitiesAtFairValueThroughProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsHeldForTrading,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedAsUponInitialRecognition,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnHedgedItemAttributableToHedgedRisk,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnHedgesOfNetInvestmentsInForeignOperationsNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnHedgingInstrument,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnHeldtomaturityInvestments,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnIneffectivenessOfCashFlowHedgesRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnIneffectivenessOfHedgesOfNetInvestmentsInForeignOperations,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnInitialRecognitionOfBiologicalAssetsForCurrentPeriod,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnLitigationSettlements,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnLoansAndReceivables,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnNetMonetaryPosition,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsBeforeTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnRemeasuringAvailableforsaleFinancialAssetsNetOfTax,ifrs,duration,credit,P&L / Cash Flow
GainsLossesOnSubsequentIncreaseInFairValueLessCostsToSellNotInExcessOfRecognisedCumulativeImpairmentLoss,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInOtherComprehensiveIncomeFairValueMeasurementAssets,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInOtherComprehensiveIncomeFairValueMeasurementEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInOtherComprehensiveIncomeFairValueMeasurementLiabilities,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInOtherComprehensiveIncomeOnFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionOrSubsequently,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossAttributableToChangeInUnrealisedGainsOrLossesForAssetsHeldAtEndOfPeriodFairValueMeasurement,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossAttributableToChangeInUnrealisedGainsOrLossesForEntitysOwnEquityInstrumentsHeldAtEndOfPeriodFairValueMeasurement,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossAttributableToChangeInUnrealisedGainsOrLossesForLiabilitiesHeldAtEndOfPeriodFairValueMeasurement,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossFairValueMeasurementAssets,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossFairValueMeasurementEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossFairValueMeasurementLiabilities,ifrs,duration,,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossOnBuyingReinsurance,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedInProfitOrLossOnFinancialLiabilitiesAtFairValueThroughProfitOrLossDesignatedUponInitialRecognitionOrSubsequently,ifrs,duration,credit,P&L / Cash Flow
GainsLossesRecognisedWhenControlInSubsidiaryIsLost,ifrs,duration,credit,P&L / Cash Flow
GainsOnChangeInFairValueOfDerivatives,ifrs,duration,credit,P&L / Cash Flow
GainsOnDisposalsOfInvestmentProperties,ifrs,duration,credit,P&L / Cash Flow
GainsOnDisposalsOfInvestments,ifrs,duration,credit,P&L / Cash Flow
GainsOnDisposalsOfNoncurrentAssets,ifrs,duration,credit,P&L / Cash Flow
GainsOnDisposalsOfPropertyPlantAndEquipment,ifrs,duration,credit,P&L / Cash Flow
GainsOnLitigationSettlements,ifrs,duration,credit,P&L / Cash Flow
GeneralAssembliesOfShareholders,mx_ccd,duration,,P&L / Cash Flow
GoodwillDerecognisedWithoutHavingPreviouslyBeenIncludedInDisposalGroupClassifiedAsHeldForSale,ifrs,duration,credit,P&L / Cash Flow
GrossProfit,ifrs,duration,credit,P&L / Cash Flow
HedgingGainsLossesForHedgeOfGroupOfItemsWithOffsettingRiskPositions,ifrs,duration,credit,P&L / Cash Flow
HeritageOfTheFund,mx_ccd,duration,,P&L / Cash Flow
HistoricalVolatilityForSharesSignificantUnobservableInputsAssets,ifrs,duration,,P&L / Cash Flow
HistoricalVolatilityForSharesSignificantUnobservableInputsEntitysOwnEquityInstruments,ifrs,duration,,P&L / Cash Flow
HistoricalVolatilityForSharesSignificantUnobservableInputsLiabilities,ifrs,duration,,P&L / Cash Flow
IdentificationOfUnadjustedComparativeInformation,ifrs,duration,,P&L / Cash Flow
IdentityOfPriceIndex,ifrs,duration,,P&L / Cash Flow
ImpairmentLoss,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossOnFinancialAssets,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossRecognisedInOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossRecognisedInOtherComprehensiveIncomeIntangibleAssetsOtherThanGoodwill,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInOtherComprehensiveIncomePropertyPlantAndEquipment,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossBiologicalAssets,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossDeferredAcquisitionCostsArisingFromInsuranceContracts,ifrs,duration,credit,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossGoodwill,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsAndGoodwill,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossIntangibleAssetsOtherThanGoodwill,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossInvestmentProperty,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossPropertyPlantAndEquipment,ifrs,duration,,P&L / Cash Flow
ImpairmentLossRecognisedInProfitOrLossTradeReceivables,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
ImpairmentLossReversalOfImpairmentLossRecognisedInProfitOrLossTradeReceivables,ifrs,duration,debit,P&L / Cash Flow
ImplicationsOfSurplusOrDeficitOnMultiemployerPlanForEntity,ifrs,duration,,P&L / Cash Flow
IncomeArisingFromExplorationForAndEvaluationOfMineralResources,ifrs,duration,credit,P&L / Cash Flow
IncomeArisingFromInsuranceContracts,ifrs,duration,credit,P&L / Cash Flow
IncomeFromChangeInFairValueOfSharesCertificatesInvestmentProperty,mx_ccd,duration,credit,P&L / Cash Flow
IncomeFromContinuingInvolvementInDerecognisedFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
IncomeFromContinuingOperationsAttributableToOwnersOfParent,ifrs,duration,credit,P&L / Cash Flow
IncomeFromContractsWithReinsurers,ifrs,duration,credit,P&L / Cash Flow
IncomeFromDiscontinuedOperationsAttributableToOwnersOfParent,ifrs,duration,credit,P&L / Cash Flow
IncomeFromFinesAndPenalties,ifrs,duration,credit,P&L / Cash Flow
IncomeFromReimbursementsUnderInsurancePolicies,ifrs,duration,credit,P&L / Cash Flow
IncomeFromRevaluationOfInvestmentCompanyPromoted,mx_ccd,duration,credit,P&L / Cash Flow
IncomeFromStructuredEntities,ifrs,duration,credit,P&L / Cash Flow
IncomeOnFinancialAssetsReclassifiedOutOfAvailableforsaleFinancialAssetsRecognisedInOtherComprehensiveIncome,ifrs,duration,credit,P&L / Cash Flow
IncomeOnFinancialAssetsReclassifiedOutOfFinancialAssetsAtFairValueThroughProfitOrLossRecognisedInProfitOrLoss,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxConsequencesOfDividendsProposedOrDeclaredBeforeFinancialStatementsAuthorisedForIssueNotRecognisedAsLiability,ifrs,duration,,P&L / Cash Flow
IncomeTaxExpenseContinuingOperations,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToAvailableforsaleFinancialAssetsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToCashFlowHedgesOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToChangeInValueOfForeignCurrencyBasisSpreadsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToChangeInValueOfForwardElementsOfForwardContractsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToChangeInValueOfTimeValueOfOptionsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToChangesInFairValueOfFinancialLiabilityAttributableToChangeInCreditRiskOfLiabilityOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToChangesInRevaluationSurplusOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncome,ifrs,duration,,P&L / Cash Flow
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToComponentsOfOtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToExchangeDifferencesOnTranslationOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToHedgesOfInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToHedgesOfNetInvestmentsInForeignOperationsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToInvestmentsInEquityInstrumentsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToOtherIndividuallyImmaterialComponentsOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToRemeasurementsOfDefinedBenefitPlansOfOtherComprehensiveIncome,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxRelatingToShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLoss,ifrs,duration,debit,P&L / Cash Flow
IncomeTaxesPaidClassifiedAsOperatingActivities,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxesPaidRefund,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxesPaidRefundClassifiedAsFinancingActivities,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxesPaidRefundClassifiedAsInvestingActivities,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxesPaidRefundClassifiedAsOperatingActivities,ifrs,duration,credit,P&L / Cash Flow
IncomeTaxesRefundClassifiedAsOperatingActivities,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInAccountingEstimate,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseInAccumulatedDeferredTaxRecognisedInOtherComprehensiveIncomeDueToChangeInTaxRate,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInAggregateDifferenceBetweenFairValueAtInitialRecognitionAndAmountDeterminedUsingValuationTechniqueYetToBeRecognised,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseInAllowanceAccountForCreditLossesOfFinancialAssets,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInCashAndCashEquivalents,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInCashAndCashEquivalentsBeforeEffectOfExchangeRateChanges,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInCashAndCashEquivalentsDiscontinuedOperations,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInContingentConsiderationAssetLiability,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInContingentLiabilitiesRecognisedInBusinessCombination,ifrs,duration,credit,P&L / Cash Flow
IncreaseDecreaseInCreditDerivativeFairValue,ifrs,duration,debit,P&L / Cash Flow
IncreaseDecreaseInCreditDerivativeNominalAmount,ifrs,duration,,P&L / Cash Flow
IncreaseDecreaseInDeferredAcquisitionCostsArisingFromInsuranceContracts,ifrs,duration,debit,P&L / Cash Flow
